5.000000000000000000e-01 0.000000000000000000e+00 -4.384945805606714486e-02
1.500000000000000000e+00 9.533893846137710959e-01 -7.479752391108794585e-02
2.500000000000000000e+00 1.313834995984848986e+00 -7.235636969299796828e-02
3.500000000000000000e+00 1.029544113881144307e+00 -2.687226085989383173e-01
4.500000000000000000e+00 2.054914842806352837e+00 -7.677334824548265324e-02
5.500000000000000000e+00 1.854090673987075721e+00 -2.525399253218720830e-01
6.500000000000000000e+00 2.001368629874059391e+00 -4.239402356204616806e-01
7.500000000000000000e+00 2.143897349842291966e+00 -3.072289814187426638e-01
8.500000000000000000e+00 1.899021763584400890e+00 -3.541619976790630342e-01
9.500000000000000000e+00 2.539188791712168936e+00 -2.492831750758705278e-01
1.050000000000000000e+01 3.091519832110467991e+00 -2.835758597011522886e-01
1.150000000000000000e+01 2.822634246164359872e+00 -3.275006759903756337e-01
1.250000000000000000e+01 2.765527951474891832e+00 -3.676687467862783665e-01
1.350000000000000000e+01 2.956453570291680766e+00 -5.193012163273775794e-01
1.450000000000000000e+01 3.317648197703491952e+00 -5.331680485550498449e-01
1.550000000000000000e+01 3.536728770213929618e+00 -5.331680485550499560e-01
1.650000000000000000e+01 3.341016848619087209e+00 -5.331680485550498449e-01
1.750000000000000000e+01 2.774673789464736195e+00 -5.331680485550498449e-01
1.850000000000000000e+01 4.044967951417678620e+00 -5.331680485550499560e-01
1.950000000000000000e+01 5.894216350921750447e+00 -5.331680485550498449e-01
2.050000000000000000e+01 7.906565643010800670e+00 nan
2.150000000000000000e+01 7.906565643010800670e+00 nan
2.250000000000000000e+01 7.906565643010800670e+00 nan
2.350000000000000000e+01 7.906565643010800670e+00 nan
2.450000000000000000e+01 7.906565643010800670e+00 nan
